city,km5,km10,km15,km20,hm,km25,km30,km35,km40,time,cat,place,cat_place
Rotterdam,1879,3757,5635,7579,8018,9575,11686,14150,16809,17817,MSR,7253,1294
Bruinisse,1479,2951,4423,5897,6232,7379,8855,10476,12235,13034,M35,2415,381
Amsterdam,1624,3219,4814,6392,6759,8005,9673,11437,13343,14127,M40,4051,798
Roosendaal,1554,3101,4649,6244,6611,7937,9826,11886,14197,15132,M50,5193,603
Zoetermeer,1638,3296,4954,6618,6986,8284,9965,11682,13513,14295,M50,4237,491
Ooltgensplaat,1383,2810,4238,5710,6047,7259,8824,10459,12170,12895,M55,2022,70
Zoeterwoude,1236,2474,3712,4968,5249,6241,7531,8843,10282,10958,M35,551,98
Kain,1437,2832,4227,5623,5935,7028,8463,10107,11971,12705,MSR,2070,482
Faervik,1794,3645,5497,7344,7758,9186,11056,12971,14872,15685,M45,6085,1026
Drongen,1501,2977,4453,5913,6241,7392,8940,10522,12129,12795,M40,1964,397
Ravels,1398,2729,4060,5441,5747,6823,8216,9741,11305,11958,M50,1202,108
Alcasser (Valencia),1709,3419,5129,6831,7208,8513,10202,11867,13535,14209,M50,3983,455
Passaat,1468,2864,4260,5671,5994,7120,8584,10105,11679,12351,M40,1492,300
Merelbeke,1612,3232,4852,6517,6907,8247,10191,12462,14855,15914,M50,6140,713
Couillet,1258,2530,3802,5068,5352,6351,7683,9036,10750,11523,M35,802,147
Lier,1638,3230,4822,6370,6716,7940,9540,11195,12879,13560,MSR,3008,651
Nootdorp,1737,3448,5159,6892,7292,8713,10761,12724,14892,15783,M45,6131,1035
Fortuna,1394,2781,4169,5608,5923,7038,8474,9877,11265,11837,M55,1017,22
Antwerpen,1614,3233,4853,6489,6856,8153,9926,11873,14205,15084,M50,5300,615
Godvik,1592,3127,4663,6224,6579,7835,9495,11239,13169,13952,M40,3590,713
Curry Rivel,1937,3835,5733,7618,8035,9512,11466,13600,15894,16869,M50,6844,788
Goirle,1616,3283,4951,6652,7044,8396,10112,11911,13815,14583,M35,4883,644
Haag Atletiek,1637,3298,4960,6589,6945,8214,9846,11497,13223,13953,M50,3840,439
Rotterdam,1710,3403,5097,6806,7171,8483,10205,11939,13719,14451,MSR,4633,925
Passaat,1828,3665,5503,7408,7869,9345,11202,13111,15134,16003,M70,6220,9
the Hague Road Runners,1814,3655,5497,7381,7850,9496,11664,13952,16259,17145,M65,7096,61
Gent,1392,2722,4053,5360,5648,6684,8018,9389,10798,11403,MSR,849,239
Drongen,1546,3093,4641,6147,6478,7647,9119,10643,12187,12847,MSR,2235,510
Vlaardingen,1571,3165,4760,6351,6704,7939,9549,11206,12874,13600,M35,2998,440
Elshout,1663,3400,5138,6939,7364,8888,10958,13460,16088,16902,M45,6826,1134
Dutch Runners Gold,1641,3322,5003,6686,7064,8390,10100,11843,13627,14353,M50,4235,490
Prins Hendrik,1603,3183,4764,6351,6702,7932,9511,11097,12736,13456,M70,2811,2
Bergschenhoek,1732,3485,5238,7033,7441,8876,10827,12867,15086,16032,M40,6255,1126
Hendrik-Ido-Ambacht,1736,3453,5170,6897,7296,8777,10604,12548,14542,15598,M40,5968,1089
Louvain-la-Neuve,1873,3822,5772,7780,8256,10135,12474,15097,17376,18332,M50,7338,838
avVN,1294,2630,3967,5300,5602,6662,8022,9425,10899,11518,M60,795,3
Bilzen,1505,3060,4615,6128,6481,7655,9165,10672,12207,12841,M55,2225,80
Genova,1226,2461,3696,4952,5234,6208,7444,8659,9886,10420,M55,318,2
London,1529,3082,4636,6146,6483,7696,9304,10939,12690,13428,MSR,3025,657
Cappelle La Grande,1412,2751,4091,5470,5774,6844,8227,9767,11533,12258,MSR,1401,348
Interlaken,1239,2463,3687,4926,5206,6179,7436,8719,10072,10661,M55,407,3
Genova,1503,2968,4434,5911,6248,7390,8889,10544,12406,13261,M65,2731,12
Rotterdam Atletiek,1608,3250,4893,6595,6980,8291,9996,11798,13563,14311,M55,4064,190
Rotterdam,1670,3381,5092,6829,7208,8543,10336,12330,14592,15577,M35,5879,728
Olympus '70,1804,3505,5207,6914,7297,8643,10328,12029,13866,14578,M60,4564,89
St.Ulrich,1127,2242,3358,4498,4766,5714,6955,8308,9918,10617,M40,375,73
SV Veendam,1528,3029,4531,6036,6380,7583,9175,10891,12697,13454,M40,2841,566
Belfast,1139,2259,3379,4509,4765,5690,6903,8154,9438,9986,M35,213,46
Dublin,1297,2622,3947,5285,5579,6624,8001,9494,11029,11710,MSR,1006,267
Leefdaal,1628,3221,4815,6387,6735,7977,9596,11242,12973,13711,M45,3290,593
Athlos,1607,3169,4731,6297,6642,7878,9614,11516,9142,14567,M45,4514,801
Schiedam,1676,3378,5081,6780,7160,8495,10197,11939,13726,14399,M35,4544,608
Huy,2060,4166,6272,8433,8964,10709,13083,16218,18756,19701,MSR,7518,1337
La Hulpe,1520,2975,4430,5910,6241,7397,8883,10363,11868,12498,M50,1668,167
Den Hoorn Zh,1275,2597,3919,5287,5601,6732,8159,9621,11193,11912,M45,1074,196
Driebergen-Rijsenburg,1606,3176,4747,6313,6662,7867,9421,11011,12718,13534,M50,3011,342
Zomergem,1361,2739,4118,5497,5802,6870,8259,9795,11582,12356,M40,1462,294
Spark,1637,3286,4935,6583,6945,8230,9902,11610,13330,14058,M50,3853,441
VAV,1555,3080,4606,6136,6473,7679,9196,10790,12395,13065,M45,2622,478
Apo,1438,2814,4190,5574,5890,6997,8416,9839,11326,11917,MSR,1186,294
Dublin,1631,3166,4701,6223,6564,7777,9372,11105,13001,13831,M45,3543,641
Ruitz,1360,2756,4152,5555,5875,6996,8462,10022,11784,12508,M45,1558,287
Rotterdam,1448,2933,4418,5926,6279,7533,9193,10948,13016,13962,M50,3523,400
Southampton,1638,3283,4928,6572,6954,8277,10003,11861,13953,14879,MSR,5015,987
Olympus '70,1367,2741,4116,5479,5782,6852,8230,9608,11012,11639,M40,917,187
Hilton,1531,2945,4360,5757,6069,7153,8559,10090,12028,13049,M35,2386,378
Athlos,1434,2786,4139,5497,5798,6866,8257,9661,11152,11817,M55,1135,27
Olympia Halsteren,1489,2948,4407,5869,6196,7343,8813,10312,11805,12463,M50,1601,161
SOS,2003,4048,6094,8177,8656,10266,12324,14401,16608,17554,MSR,7170,1279
Hellevoetsluis,1860,3834,5808,7811,8238,9860,11999,14211,16493,17477,M50,7124,818
Utrecht,1686,3361,5036,6703,7079,8395,10114,12052,14097,15073,MSR,5410,1050
Barcelona,1638,3284,4930,6573,6955,8279,10005,11862,13956,14880,MSR,5012,986
Fortuna,1590,3165,4740,6315,6660,7886,9455,11038,12656,13339,M40,2768,552
Bergschenhoek,1555,3041,4528,5960,6284,7432,9057,10759,12624,13463,M40,2988,588
Fortuna,1877,3779,5682,7574,8002,9500,11421,13379,15298,16118,M45,6436,1071
Capelle aan den IJssel,1634,3214,4794,6333,6675,7875,9436,11026,12734,13464,MSR,2910,632
VAV,1832,3648,5464,7271,7680,9117,10952,12850,14814,15648,M55,6092,329
Spado,1771,3643,5515,7433,7870,9617,11776,14221,16574,17535,M55,7158,392
Spirit Oud Beijerland,1815,3654,5493,7291,7698,9113,10974,12974,15165,16141,M45,6296,1056
Zierikzee,1112,2246,3381,4571,4838,5770,6941,8090,9266,9780,M40,167,19
Wateringen,1858,3724,5590,7507,8011,9510,11455,13426,15348,16153,M50,6484,744
Dunkerque,1481,2947,4414,5874,6199,7343,8833,10414,12300,13089,M50,2503,271
Papendrecht,1663,3356,5049,6782,7174,8597,10460,12515,14678,15523,M40,5797,1064
PAC,1414,2819,4224,5640,5953,7073,8536,10099,11769,12477,M35,1795,296
Energie,1631,3225,4819,6417,6771,8136,9791,11556,13392,14129,M45,3945,713
PAC,1443,2918,4394,5901,6240,7419,8938,10491,12314,13160,M35,2465,385
AV Aalsmeer,1596,3186,4777,6373,6727,7951,9515,11058,12542,13206,M50,2615,281
AV '34,1673,3338,5003,6667,7040,8345,10041,11802,13532,14288,M50,4329,504
Gouy,1350,2681,4013,5349,5647,6693,8045,9419,10846,11460,MSR,799,232
Oostkamp,1777,3482,5187,6879,7252,8563,10190,11771,13319,13967,M50,3612,410
Rotterdam,1392,2761,4130,5489,5793,6862,8221,9579,11003,11627,M40,926,190
Ouderkerk aan den IJssel,1519,2985,4452,5939,6283,7462,8978,10550,12186,12867,M50,2093,220
Emmen,1492,2941,4390,5855,6185,7350,8901,10634,12359,13080,M45,2355,431
Veenendaal,1643,3301,4959,6662,7029,8357,10108,11872,13590,14306,M45,4347,769
De Spartaan,1580,3154,4729,6317,6676,7926,9575,11216,12954,13677,M40,3413,676
Dionysos,1538,3037,4537,6028,6362,7532,9056,10651,12302,13012,M50,2221,238
Haarlem,1423,2881,4340,5777,6095,7243,8726,10532,12467,13240,MSR,2618,580
Capelle aan den IJssel,1438,3006,4574,6170,6530,7776,9365,10980,12587,13289,M50,2494,268
Köln,1675,3337,4999,6672,7042,8334,10000,11662,13395,14121,M40,3979,785
Delfgauw,1862,3731,5601,7568,8038,9754,11982,14454,17014,18050,M45,7311,1189
Scorpio,1599,3178,4757,6297,6647,7876,9497,11368,13323,14177,M45,4025,725
Capelle aan den IJssel,1664,3385,5107,6870,7256,8659,10426,12384,14448,15285,M40,5494,1026
Barendrecht,1381,2751,4121,5506,5812,6883,8259,9650,11077,11700,M35,962,170
's-Gravenhage,1784,3653,5522,7420,7888,9352,11345,13532,15758,16672,M45,6688,1113
Leeds,1748,3453,5159,6877,7243,8630,10599,12852,15114,16064,MSR,6293,1164
Groningen,1807,3586,5366,7146,7538,8963,10748,12542,14394,15173,MSR,5525,1067
Madrid,1806,3586,5367,7152,7551,8964,10775,12700,14705,15515,MSR,5874,1111
Raamsdonksveer,1694,3382,5071,6733,7112,8419,10114,11832,13741,14549,M45,4847,850
Helsinki,1190,2395,3600,4819,5086,6030,7246,8500,9819,10407,M40,315,54
Rotterdam,1520,2987,4455,5906,6231,7358,8775,10199,11646,12198,MSR,1374,338
Rotterdam,1516,3035,4555,6057,6407,7595,9132,10746,12549,13372,M50,2973,334
Tienen,1781,3570,5359,7157,7560,8980,10820,12618,14486,15262,M35,5737,719
Amsterdam,1456,2896,4337,5781,6107,7234,8703,10262,11936,12702,M35,2010,324
Rotterdam,1470,2890,4311,5798,6124,7299,8869,10600,12527,13309,MSR,2576,572
Rotterdam,1560,3016,4472,5941,6267,7416,8860,10346,11886,12515,MSR,1619,396
Barendrecht,1882,3791,5701,7646,8084,9645,11689,13992,16281,17270,M45,7055,1156
Neukirchen-Vluyn,1999,4059,6120,8194,8662,10301,12364,14472,16544,17446,M45,7131,1166
Sparta,1722,3438,5155,6192,7229,8558,10274,12070,13890,14702,M45,4869,852
AAC '61,1870,3788,5707,7628,8058,9534,11406,13290,15194,16004,M60,6368,143
Almere,1625,3238,4852,6474,6844,8115,9770,11548,13332,14106,M55,3948,182
Energie,1606,3167,4729,6285,6631,7859,9434,11033,12676,13373,M50,2729,292
Havelange,1241,2489,3738,4991,5274,6272,7609,9103,10797,11435,M45,761,128
Mariakerke,1575,3120,4665,6190,6532,7710,9238,10799,12599,13427,M40,3041,596
Gent,1393,2790,4188,5646,5979,7233,9015,10749,13196,13991,M40,3851,763
Reeuwijk,1690,3361,5033,6711,7079,8371,10031,11863,13652,14370,M40,4229,827
Hoogezand,1744,3449,5154,6922,7317,8757,10706,13219,15678,16740,M35,6756,794
Sint-Andries,1668,3214,4760,6309,6655,7877,9425,11091,13215,14011,MSR,3741,766
Brielle,1611,3311,5012,6672,7061,8395,10048,11890,13746,14556,MSR,4784,945
Chatelineau,1455,2894,4333,5836,6213,7456,9073,10855,12639,13384,MSR,2815,615
Chatelineau,1456,2894,4333,5804,6134,7295,8774,10264,11818,12477,M55,1686,49
Barendrecht,1669,3367,5066,6802,7176,8493,10159,11813,13374,14034,M45,3695,675
Haarlemmermeer,1737,3453,5170,6849,7240,8554,10156,11814,13699,14457,M40,4758,916
Rotterdam,1928,3849,5771,7711,8149,9758,12090,15113,18192,19198,MSR,7462,1328
Amstelveen,1817,3607,5398,7260,7699,9252,11561,13921,16138,17062,M40,6989,1213
Almere,1508,2994,4480,5960,6287,7467,8939,10440,11936,12564,MSR,1755,420
Hilversum,1442,2909,4376,5910,6281,7547,9297,11365,13227,13983,M50,3581,405
Voorburg,1458,2824,4190,5572,5880,6959,8361,9777,11253,11862,M50,1145,104
Rohrbach-les-Bitche,1392,2731,4071,5408,5712,6753,8085,9405,10761,11347,MSR,746,220
Pallas '93,1570,3140,4710,6260,6606,7826,9405,11020,12691,13424,M65,3013,14
Loopgroep Goirle,1285,2570,3855,5181,5482,6541,8079,9679,11241,11925,M40,1142,236
La Garnache,1263,2519,3775,5030,5314,6300,7572,8842,10147,10706,M45,426,55
Pallas '93,1685,3394,5104,6820,7219,8595,10347,12210,14212,15034,M65,5289,41
Fortuna,1772,3521,5270,7018,7409,8800,10640,12510,14458,15321,M55,5583,289
Passaat,1601,3182,4764,6338,6689,7929,9530,11196,12823,13497,M45,2948,538
Rotterdam,1547,3091,4635,6242,6606,7929,9606,11422,13304,14049,M45,3673,672
Dunkerque,1569,3191,4814,6431,6806,8093,9727,11415,13149,13864,M45,3516,637
Hafrsfjord,1249,2494,3740,4995,5276,6264,7541,8823,10123,10672,M45,411,50
Hellevoetsluis,1907,3823,5740,7664,8094,9623,11586,13629,15788,16729,M35,6775,795
Zaragoza,1437,2786,4136,5478,5774,6809,8152,9471,10798,11356,M45,805,140
Otterlo,1616,3153,4690,6226,6611,7804,9397,10995,12658,13379,M40,2939,580
's-Gravenhage,1481,2901,4322,5875,6260,7641,9591,11629,13803,14735,M45,4912,856
Maarssen,1545,3042,4540,6007,6334,7508,9030,10605,12264,12983,M40,2326,470
Leidschendam,1684,3386,5089,6773,7139,8433,10089,11768,13538,14333,M50,4647,539
Vlijmen,1714,3431,5148,6862,7241,8639,10364,12164,14009,14828,M35,4966,655
"Newbury, Berkshire",1694,3377,5061,6708,7081,8344,9921,11478,13060,13725,MSR,3541,739
GAC Hilversum,1484,2894,4305,5746,6078,7261,8811,10455,12138,12969,M35,2314,362
Iphitos,1316,2651,3986,5331,5631,6710,8102,9554,11058,11717,M50,990,85
Amsterdam,1548,3114,4681,6204,6556,7724,9207,10790,12459,13149,MSR,2604,577
Tilburg,1685,3356,5028,6704,7078,8391,10101,11836,13611,14325,M40,4361,861
Hendrik-Ido-Ambacht,1701,3473,5245,7084,7553,9040,11027,13255,15547,16452,M45,6563,1094
Rotterdam,1764,3547,5331,7078,7459,8782,10571,12562,14425,15214,MSR,5541,1070
Amsterdam,1498,3014,4530,6097,6470,7785,9521,11411,13356,14165,MSR,3942,814
Dronten,1786,3569,5353,7141,7544,8997,10984,13188,15491,16470,M50,6696,764
De Pinte,1629,3326,5024,6717,7097,8425,10173,11955,13845,14631,MSR,4654,928
Sparta,1598,3217,4836,6486,6842,8113,9775,11443,13175,13922,M45,3705,678
Dublin,1440,2829,4218,5659,5975,7088,8533,10130,11958,12643,M40,1960,396
Oegstgeest,1394,2751,4108,5479,5781,6854,8233,9638,11098,11736,M40,1049,215
LVA Plantaris,1713,3460,5207,6980,7387,8801,10640,12652,14683,15568,M55,5728,303
Mariakerke,1249,2515,3782,5054,5340,6345,7654,8957,10285,10874,MSR,521,172
Velizy,1356,2748,4141,5523,5834,6897,8282,9691,11190,11842,M40,1051,217
Veluwe,1447,2863,4280,5663,5980,7061,8444,9922,11479,12124,M40,1461,293
Hercules,1792,3607,5422,7274,7700,9181,11144,13166,15277,16159,M45,6230,1047
Nieuwegein,1532,3088,4645,6235,6588,7892,9680,11752,13631,14399,MSR,4360,880
Rotterdam,1396,2763,4131,5487,5787,6833,8178,9547,11049,11650,MSR,1033,272
Nieuwegein,1471,2892,4313,5785,6114,7284,8924,10575,12690,13515,M55,2990,136
Haarlem,1623,3199,4776,6311,6675,7869,9435,11190,13159,13965,M40,3639,721
Dutch Runners Gold,1705,3407,5109,6814,7198,8535,10308,12259,14647,15527,M45,5831,971
Delft,1636,3284,4932,6573,6956,8257,9898,11585,13353,14082,MSR,4012,820
Parthenon,1809,3621,5433,7256,7662,9154,11028,12934,14926,15784,M40,6117,1105
Spirit Oud Beijerland,1769,3569,5369,7226,7745,9267,11275,13734,16203,17148,M45,6955,1147
Rotterdam,1702,3395,5088,6755,7122,8428,10114,12034,14176,15075,M35,5139,673
Ede Gld,1703,3407,5112,6793,7172,8480,10158,11862,13608,14336,M40,4599,890
Vianen Ut,1651,3287,4923,6574,6948,8258,9961,11716,13591,14417,M45,4504,799
Rotterdam,1761,3519,5277,7063,7463,8892,10760,12644,14546,15389,M50,5634,659
Breda,1553,3179,4806,6519,6918,8363,10429,12618,14598,15339,M45,5347,917
Oedelem,1706,3403,5101,6807,7192,8548,10245,12025,13922,14666,M40,4769,919
Rotterdam,1671,3371,5072,6802,7177,8493,10160,11813,13398,14078,MSR,3775,778
De Gemzen,1705,3417,5130,6873,7253,8626,10460,12596,14968,15900,M50,6006,699
Tenna,1179,2371,3563,4766,5038,5984,7271,8666,10144,10749,M35,461,84
Velddriel,1517,2941,4366,5926,6304,7613,9349,11033,12841,13530,M50,3026,343
Curry Rivel Langport,1937,3835,5733,7619,8035,9512,11466,13601,15894,16869,MSR,6845,1231
Linschoten,1280,2606,3932,5310,5612,6683,8061,9447,10919,11555,M40,986,204
Bruxelles,1420,2780,4140,5517,5822,6892,8271,9659,11140,11726,M40,955,199
the Hague Road Runners,1724,3431,5139,6851,7232,8582,10328,12346,14617,15520,M40,5928,1086
's-Hertogenbosch,1427,2851,4275,5716,6042,7177,8644,10166,11744,12452,MSR,1802,426
Badhoevedorp,1579,3185,4792,6433,6795,8129,9822,11666,13503,14265,M40,4389,868
Rotterdam,1334,2643,3953,5269,5566,6606,7952,9323,10741,11350,M45,719,119
Hoogvliet Rotterdam,1814,3705,5597,7522,7962,9479,11471,13594,15549,16517,M45,6638,1106
Bussum,1575,3117,4659,6183,6531,7742,9314,10888,12497,13128,M40,2591,517
Vlissingen,1507,3094,4681,6171,6516,7739,9230,10685,12149,12770,M50,2162,229
Tilburg Road Runners,1446,2867,4288,5721,6032,7128,8533,9949,11530,12215,M50,1479,147
Mortsel,1678,3308,4938,6576,6936,8220,9847,11479,13203,13934,M40,3850,762
Nootdorp,1641,3351,5062,6776,7177,8511,10204,11977,13996,14800,M55,5022,251
Amsterdam,1588,3203,4818,6434,6824,8107,9789,11554,13360,14125,M50,3807,434
Sparta,1203,2360,3517,4201,4885,5776,6999,8199,9413,9908,M35,193,41
De Wielingen,1332,2626,3920,5229,5524,6569,7926,9289,10754,11397,M35,775,143
AV Oirschot,1482,2977,4472,5992,6334,7542,9130,10710,12481,13347,M55,2914,131
Athlos,1606,3168,4731,6296,6642,7850,9379,10900,12424,13032,M50,2203,234
Münster,1416,2822,4229,5598,5897,6947,8277,9627,11003,11548,MSR,987,263
Distance Runners Voorhout,1827,3619,5411,7239,7656,9146,11109,13117,15194,16091,M55,6335,348
Leuze,1433,2830,4227,5623,5936,7023,8433,9917,11567,12238,M40,1515,309
Rome,1561,3080,4600,6122,6458,7634,9113,10631,12388,13189,M45,2597,475
Tessenderlo,1655,3278,4901,6554,6913,8180,9796,11448,13165,13924,M50,3589,406
Azzano Decimo,1376,2706,4037,5403,5713,6812,8217,9672,11209,11838,M45,1083,198
Rome,1560,3079,4599,6120,6455,7632,9112,10628,12243,12972,M45,2303,424
Helsingborg,1178,2343,3509,4681,4945,5864,7050,8284,9595,10175,M45,255,16
Helsingborg,1301,2550,3800,5060,5348,6360,7694,9295,10926,11601,M40,923,189
Ruaudin,1412,2798,4184,5581,5897,7006,8475,10013,11680,12390,M45,1520,281
Helsingborg,1186,2370,3555,4747,5015,5953,7122,8296,9572,10123,MSR,241,108
Naaldwijk,1516,3024,4533,6028,6362,7521,9040,10570,12112,12752,M50,2103,222
Helsingborg,1285,2534,3783,5048,5332,6336,7660,9042,10489,11111,M40,658,127
Grünstadt,1493,2937,4382,5831,6157,7309,8796,10304,11900,12575,M45,1702,320
Voorne Atletiek,1444,2848,4253,5683,6005,7144,8585,10017,11505,12153,M60,1342,14
Rèves,1443,2844,4245,5663,5982,7103,8548,10170,12001,12774,MSR,1961,459
Vreden,1693,3374,5056,6730,7110,8453,10115,11828,13546,14266,M40,4388,867
Lochristi,1341,2633,3926,5230,5517,6540,7838,9141,10506,11098,M40,656,126
Eindhoven,1606,3154,4703,6227,6561,7711,9176,10682,12303,13001,MSR,2369,532
Merthyr Tydfil,1513,3052,4592,6072,6403,7566,9161,10728,12407,13066,MSR,2504,553
Lier,1639,3231,4823,6370,6716,7941,9541,11196,13059,13829,MSR,3415,714
Eindhoven,1661,3327,4994,6677,7060,8401,10314,12192,14042,14827,M40,5116,969
avVN,1457,2959,4462,5858,6212,7331,8637,10013,11397,11969,M50,1426,140
Ouderkerk aan den IJssel,1665,3313,4961,6613,6983,8284,10051,11797,13581,14338,M60,4531,88
Merthyr Tydfil,1511,2983,4456,5841,6145,7220,8657,10152,11671,12314,MSR,1596,389
Haarlemmermeer,1842,3725,5609,7549,7981,9528,11608,13906,16158,17093,M40,7009,1215
Lübeck,1379,2563,3748,4937,5203,6146,7380,8632,9989,10598,MSR,399,143
Louvain-La-Neuve,1498,2884,4271,5664,5978,7095,8559,10084,11774,12541,M40,1761,358
Portsmouth,1636,3316,4996,6717,7101,8518,10506,12665,14958,15868,MSR,6122,1136
Attila,1544,3106,4668,6211,6554,7754,9297,10842,12401,13041,M40,2434,488
Ravenswoud,2267,4456,6645,8923,9437,11188,13430,15637,17830,18702,MSR,7423,1322
the Hague Road Runners,1540,3032,4525,6018,6350,7510,8986,10499,12073,12727,MSR,1951,458
Rotterdam,1747,3505,5263,7044,7451,8925,11019,13550,15932,16918,M45,6880,1139
Zoetermeer,1483,2937,4391,5852,6178,7327,8818,10326,11871,12524,M50,1799,177
Zoetermeer,1660,3330,5001,6646,7017,8316,9968,11657,13389,14104,M50,4118,476
Tiel,1376,2712,4049,5427,5730,6801,8179,9566,11081,11699,MSR,1005,266
Oss,1627,3233,4839,6447,6807,8068,9705,11386,13218,13975,M35,3620,510
Waterweg,1186,2367,3548,4731,4967,5921,7123,8348,9585,10116,M45,238,14
Beernem,1292,2572,3853,5140,5422,6419,7728,9069,10443,11050,M35,596,109
Atverni,1181,2373,3565,4766,5032,5976,7198,8417,9689,10248,M50,271,9
Rotterdam,1576,3106,4637,6198,6562,7978,9982,12453,14838,15726,MSR,5977,1126
"Yodogawa-ku,osaka",1409,2856,4304,5718,6040,7175,8681,10239,12031,12642,M45,2059,382
PAC,1227,2481,3736,5003,5290,6277,7559,8848,10143,10696,MSR,432,149
Hillegom,1565,3086,4608,6178,6543,7880,9654,11563,13568,14426,M55,4276,204
Barendrecht,1578,3177,4777,6395,6756,8046,9786,11796,13851,14656,MSR,4632,924
Fortuna,1957,3968,5980,8042,8542,10030,11774,13615,15451,16225,M65,6579,56
Zomergem,1578,3153,4728,6308,6666,7918,9543,11219,12946,13690,M45,3478,629
Attila,1730,3465,5200,6944,7335,8719,10528,12371,14259,15066,M60,5191,103
Winterthur,1259,2545,3831,5142,5445,6512,7901,9337,10835,11472,M45,773,131
Palma de Mallorca,1441,2864,4288,5721,6043,7158,8606,10073,11609,12272,M40,1506,306
Bethune,1163,2345,3527,4707,4974,5918,7153,8441,9831,10406,M40,312,52
Groningen,1812,3653,5495,7395,7817,9335,11276,13190,15192,16038,MSR,6342,1169
Kinrooi,1371,2684,3997,5300,5593,6640,8005,9400,10838,11456,M45,872,159
Zoetermeer,1420,2856,4292,5727,6053,7166,8591,10036,11519,12157,M35,1427,249
Energie,1682,3394,5107,6873,7294,8818,10843,13295,15689,16566,M40,6650,1175
Loopgroep Aart Stigter,1162,2365,3569,4838,5132,6175,7549,9030,10959,11728,MSR,943,252
Borne,1318,2579,3841,5119,5412,6433,7753,9079,10475,11064,MSR,652,204
Rotterdam,1261,2507,3754,5075,5370,6482,7992,9786,11580,12260,MSR,1435,355
Capelle aan den IJssel,1594,3241,4889,6577,6977,8369,10235,12077,14159,15010,M55,5074,255
PAC,1781,3639,5497,7417,7838,9326,11501,14049,16616,17650,MSR,7196,1285
Eernegem,1274,2558,3843,5138,5426,6438,7754,9056,10445,11072,M35,601,111
Hoeselt,1262,2539,3817,5097,5384,6378,7682,8981,10334,10943,M45,546,89
Rotterdam,1626,3188,4751,6277,6613,7757,9172,10570,11946,12541,M45,1757,334
Aarhus C,1526,3001,4477,5984,6314,7462,8964,10467,12025,12671,MSR,1991,464
avVN,1391,2806,4222,5647,5961,7078,8549,10153,11790,12467,M50,1519,151
Bodegraven,1131,2283,3436,4763,5084,6323,8219,10835,13579,14598,MSR,4518,908
Zwolle,1474,2875,4277,5650,5958,7038,8421,9798,11205,11783,M35,1070,183
Oosternijkerk,1736,3512,5288,7225,7706,9244,11247,13356,15312,16085,M40,6308,1133
Grenoble,1252,2519,3786,5068,5352,6364,7648,8926,10207,10742,M40,457,88
Allerød,1494,2964,4434,5921,6263,7490,9128,10879,12749,13557,M40,3199,627
Meulebeke,1474,2811,4148,5511,5815,6902,8321,9726,11109,11682,M40,1001,206
Alblasserdam,1512,2997,4483,5978,6347,7505,8999,10516,12068,12758,M35,1918,312
Palermo,1688,3385,5083,6782,7184,8552,10299,12098,13978,14781,M45,4932,861
Dublin,1204,2412,3620,4817,5088,6032,7242,8471,9771,10298,M40,289,47
THOR,1449,2834,4220,5624,5942,7044,8501,9975,11504,12179,M60,1340,13
Kaatsheuvel,1858,3732,5606,7506,7962,9458,11449,13428,15444,16340,M40,6599,1168
Dudzele,1556,3082,4608,6140,6508,7745,9375,11025,12755,13496,M40,2954,581
Coevorden,1714,3415,5117,6861,7234,8633,10337,12101,13905,14741,M50,5058,591
Bodegraven,1161,2369,3578,4898,5214,6397,8158,9897,11605,12209,MSR,1315,325
Wimereux,1312,2616,3921,5237,5524,6558,7882,9204,10572,11143,M35,632,119
Running AP,1463,2823,4184,5546,5855,6933,8353,9989,11634,12403,M50,1610,162
Zottegem,1588,3161,4734,5685,6637,7851,9424,11001,12577,13222,M35,2688,404
Mordelles,1533,3023,4513,6010,6352,7531,9086,10767,12612,13309,MSR,2670,586
Brielle,1720,3485,5250,7038,7453,8912,10781,12738,14847,15717,M45,6061,1017
Steenbergen Nb,1686,3359,5032,6737,7120,8466,10161,11916,13774,14551,M45,4744,837
L Isle Adam,1340,2711,4082,5441,5745,6816,8187,9559,10977,11565,M45,829,151
Angeren,1410,2776,4142,5472,5760,6816,8248,9866,11727,12602,M40,1804,364
avVN,1686,3380,5075,6776,7151,8483,10198,11963,13817,14664,M50,4689,545
Rotterdam,1823,3608,5394,7185,7593,9071,10993,12948,15064,15930,M45,6225,1046
Goes,1483,2957,4431,5888,6215,7368,8854,10368,11950,12615,M40,2028,406
Nijmegen,1678,3368,5058,6772,7161,8548,10357,12240,14366,15198,MSR,5346,1042
Heerjansdam,1544,3153,4762,6335,6686,7923,9552,11271,13167,14055,MSR,4022,823
Loopgroep Rosmalen,1655,3260,4866,6458,6813,8052,9657,11584,13767,14710,M50,4775,555
Villeret,1156,2327,3499,4683,4953,5908,7159,8442,9785,10381,M45,307,25
Mijnsheerenland,1650,3261,4872,6416,6752,7918,9419,11021,12741,13501,MSR,3217,686
Palaiseau,1562,3024,4486,5987,6317,7469,8953,10474,12100,12821,M45,2065,384
Beerse,1520,3010,4500,6010,6347,7529,9073,10689,12366,13038,M40,2234,445
Zoetermeer,1428,2825,4222,5646,5962,7074,8508,10002,11675,12408,M40,1547,316
Nieuwegein,1515,2960,4405,5858,6182,7327,8820,10530,12401,13186,M40,2489,500
Woerden,1606,3119,4632,6130,6472,7640,9155,10723,12341,13003,M35,2251,353
