city,km5,km10,km15,km20,hm,km25,km30,km35,km40,time,cat,place,cat_place
Rotterdam,1868,3736,5605,7455,7872,9338,11281,13261,15634,16543,M40,6764,1185
Rotterdam,1737,3494,5252,6963,7360,8695,10432,12221,14024,14776,MSR,4757,943
Loopgroep All Sports,1592,3146,4700,6258,6603,7796,9310,10855,12448,13132,M45,2424,444
Beetsterzwaag,1687,3392,5098,6796,7184,8528,10314,12327,14448,15232,M40,5394,1010
Huizen,1528,3033,4539,6058,6384,7539,9081,10737,12457,13209,M40,2433,487
Lezennes,1455,2870,4286,5726,6056,7213,8735,10358,11967,12682,M50,1941,195
Reeuwijk,1629,3232,4836,6416,6784,8058,9728,11655,13576,14333,M45,4453,792
Rotterdam,1541,3080,4619,6170,6525,7739,9304,10932,12718,13549,M45,3057,552
Hondschoote,1413,2753,4093,5469,5772,6842,8222,9705,11374,12074,M35,1250,218
Braine,1146,2294,3442,4594,4851,5760,6931,8115,9347,9882,M40,190,23
Assen,1611,3187,4763,6318,6653,7858,9413,11169,13233,14264,M40,4153,817
Harderwijk,1494,2978,4462,5943,6266,7417,8873,10348,11846,12519,M40,1718,348
Giessen,1596,3181,4766,6362,6713,7948,9536,11101,12677,13338,M35,2755,413
Thulin,1261,2497,3733,4978,5258,6242,7554,8966,10729,11512,M35,845,152
Houdeng Goegnies,1604,3204,4804,6476,6860,8227,10147,12184,14247,15106,M45,5137,893
Morlanwelz,1568,3097,4627,6146,6496,7697,9256,10903,12754,13556,M45,2961,541
Mont St Genevieve,1450,2876,4302,5770,6112,7278,8823,10405,12116,12829,M50,1996,203
Morlanwelz,1567,3098,4629,6161,6499,7696,9262,10899,12563,13248,M40,2493,501
Lichtervelde,1367,2656,3946,5263,5560,6626,8056,9533,11036,11688,M45,973,180
Loopgroep PK,1232,2464,3697,4954,5234,6218,7490,8801,10180,10750,M45,463,65
Nieuwerkerk ad IJssel,1841,3664,5487,7274,7682,9091,10892,12842,14929,15827,M45,6063,1019
PAC,1463,2972,4481,5988,6316,7479,8963,10442,11951,12566,M50,1658,166
PAC,1357,2721,4085,5499,5815,6907,8322,9767,11361,12038,M55,1189,30
Olympus '70,1817,3666,5515,7379,7805,9289,11168,13085,15026,15818,M45,6104,1031
Gent,1446,2893,4341,5800,6129,7278,8750,10260,11842,12442,M35,1654,278
Paris,1204,2402,3601,4790,5060,5991,7197,8414,9631,10150,MSR,259,115
Dublin,1455,2764,4073,5351,5640,6655,7957,9241,10557,11140,M50,668,45
Oedelem,1562,3036,4511,5972,6303,7449,8923,10436,12532,13481,M40,2981,585
Einbeck,1078,2184,3290,4400,4651,5522,6697,7933,9289,9805,MSR,172,87
Vught,1906,3827,5749,7665,8093,9571,11495,13411,15320,16100,M55,6452,352
Landen,1662,3305,4948,6595,6962,8251,9909,11568,13277,14126,M40,4274,843
Rotterdam,1754,3463,5173,6865,7231,8545,10251,12032,13944,14740,M40,4919,940
Rotterdam,1462,2792,4122,5460,5755,6805,8191,9795,11492,12225,MSR,1419,353
Rotterdam,1583,3080,4577,6049,6373,7523,9008,10480,12061,12783,MSR,2040,478
Waterweg,1282,2566,3851,5139,5429,6473,7858,9303,10851,11560,M45,825,149
Nieuwerkerk ad IJssel,1751,3480,5209,6956,7349,8757,10648,12689,15087,16032,M45,6144,1037
AV Standdaarbuiten,1521,3000,4480,5960,6289,7456,8944,10507,12136,12836,M65,2078,5
Loopgroep Rosmalen,1661,3272,4883,6461,6819,8081,9722,11367,12960,13627,M45,3162,572
Brielle,1760,3915,6071,8417,8953,10810,13303,15880,18542,19668,M40,7478,1264
De Spartaan,1582,3171,4761,6335,6676,7891,9514,11307,13300,14150,M40,4137,813
Zwaag,1720,3458,5196,6990,7421,8899,10872,13094,15314,16264,M40,6441,1149
Hoofddorp,1718,3457,5196,6990,7420,8899,10872,13128,15588,16617,M40,6698,1182
's-Gravenhage,1605,3313,5022,6780,7189,8698,10721,13222,15789,16776,MSR,6801,1218
Amsterdam,1609,3317,5026,6785,7194,8703,10728,13270,15794,16780,MSR,6802,1219
Hayange,1486,2940,4395,5870,6207,7353,8835,10350,11914,12600,M60,1958,30
Moyeuvre Grande,1602,3179,4757,6347,6691,7940,9565,11937,14288,15095,M35,5451,700
Ciko '66,1532,2951,4370,5823,6172,7458,9185,11084,13244,14114,M50,3905,447
Utrecht,1458,2822,4186,5577,5885,6960,8351,9770,11245,11870,M40,1150,238
Cifla,1432,2801,4170,5541,5844,6915,8281,9636,11039,11679,M40,1078,225
Courtillers,1547,3018,4490,6011,6373,7637,9274,10993,12800,13577,M50,3114,355
Rotterdam,1609,3155,4702,6208,6563,7778,9317,11009,12675,13352,MSR,2706,596
Zevenhoven,1615,3171,4728,6292,6636,7856,9431,11017,12641,13337,MSR,2700,594
Sart-Dames-Avelines,1507,2939,4371,5845,6175,7321,8789,10248,11730,12349,M40,1688,342
Amsterdam,1749,3502,5255,7113,7540,9111,11322,14282,17078,17969,MSR,7307,1303
Hoek van Holland,1737,3579,5422,7370,7825,9417,11651,14117,16578,17595,M45,7140,1167
Chevreuse,1261,2503,3745,5008,5298,6321,7702,9083,10515,11117,M50,623,43
Madrid,1509,2939,4370,5743,6057,7153,8536,9929,11497,12205,M40,1468,295
Rilland,1691,3397,5104,6799,7190,8537,10220,11937,13832,14669,M55,4814,234
Rotterdam,1533,3112,4692,6306,6676,7954,9690,11465,13256,13994,MSR,3956,815
Ranst,1423,2848,4274,5700,6014,7128,8580,10009,11542,12216,M40,1409,285
Numansdorp,1798,3630,5462,7321,7746,9233,11243,13397,15713,16654,M45,6761,1124
Tenaco,1618,3244,4871,6538,7018,8337,10044,11799,13910,14747,M55,4788,232
Rotterdam,1619,3285,4952,6670,7074,8513,10510,13219,16514,17629,MSR,7184,1282
Loopgroep PK,1537,3029,4522,6041,6394,7607,9216,10952,12912,13799,M50,3322,378
Dutch Runners Basic,1540,3098,4657,6192,6540,7763,9327,10909,12493,13156,MSR,2608,578
Assendelft,1555,3086,4617,6090,6426,7575,9050,10577,12259,12965,MSR,2376,533
Waterland,1263,2525,3788,5074,5368,6393,7786,9179,10621,11237,M35,666,124
Haarlem,1490,2967,4445,5929,6255,7416,8930,10430,11971,12660,M35,1814,300
Haarlem,1868,3704,5540,7380,7803,9222,11018,12967,15038,15951,M50,6093,709
Haarlem,1648,3259,4871,6464,6818,8135,9859,11758,13694,14443,M50,4418,514
Haarlem,1491,2969,4448,5931,6257,7418,8933,10432,11971,12635,M50,1791,176
Lyon,1578,3129,4680,6215,6556,7723,9210,10690,12231,12909,M40,2270,454
SC Reeuwijk,1377,2765,4153,5532,5836,6907,8286,9774,11427,12181,M45,1292,244
Haarlem,1435,2817,4200,5583,5895,7000,8416,9922,11518,12174,MSR,1318,327
Saint Martin,1429,2829,4230,5657,5979,7107,8588,10075,11608,12267,M50,1365,131
Geulle,1503,2936,4370,5798,6119,7245,8735,10337,11968,12634,M50,1871,186
PAC,1216,2433,3650,4865,5138,6089,7333,8755,10308,10998,MSR,565,186
Rotterdam,1732,3425,5118,6766,7133,8439,10112,11823,13599,14357,MSR,4666,930
Gent,1865,3719,5573,7458,7879,9376,11315,13497,15808,16718,M35,6871,803
Ramat Gan,1271,2554,3838,5106,5385,6368,7636,8911,10201,10764,M40,477,92
Ramat Gan,1693,3341,4990,6628,6998,8272,9946,11681,13448,14228,M35,4308,589
Amsterdam,1687,3401,5115,6949,7359,8733,10719,12936,15439,16496,MSR,6873,1235
Sheffield,1895,3950,6006,8156,8662,10431,12862,15335,17949,19041,M55,7456,411
Oedelem,1360,2655,3950,5263,5557,6595,7944,9319,10757,11389,M45,807,142
Paris,1488,2994,4501,6052,6419,7693,9356,11416,13497,14256,M45,4041,728
Papendrecht,1553,3103,4654,6198,6542,7785,9382,11194,13250,14036,MSR,3970,817
Ede Gld,1698,3462,5227,7052,7466,8886,10785,12856,14963,15866,M65,6075,50
Avouzon,1300,2539,3779,5041,5319,6290,7555,8815,10152,10721,MSR,505,167
Gex,1117,2217,3317,4439,4697,5590,6761,7922,9100,9607,M45,144,6
Hamburg,1873,3825,5777,7753,8223,9845,11974,14325,16673,17481,M40,7118,1225
Nunspeet,1607,3136,4665,6208,6553,7784,9538,11946,14433,15338,MSR,5422,1052
Utrecht,1415,2757,4100,5442,5738,6769,8097,9446,10882,11529,MSR,920,249
Scorpio,1471,2853,4236,5659,5980,7086,8519,9961,11490,12201,M50,1376,133
Wilrijk,1751,3511,5271,7083,7529,9078,11114,13376,15710,16711,MSR,6686,1206
Belle Et Houllefort,1570,3119,4669,6204,6549,7735,9260,10842,12603,13367,M45,2890,530
De Koplopers,1597,3154,4711,6256,6600,7824,9428,11029,12653,14146,M55,4040,189
Ilion,1507,2992,4478,5981,6315,7486,9004,10525,12104,12781,M55,1956,64
Beaumont,1646,3254,4863,6503,6866,8149,9853,11607,13414,14123,M60,3869,73
Velizy,1369,2744,4119,5505,5815,6895,8290,9718,11302,11932,M45,1096,202
Angers,1613,3196,4780,6339,6713,7922,9503,11147,12860,13589,M40,3125,614
Zomergem,1606,3116,4627,6131,6462,7638,9186,11202,13175,13933,M40,3569,711
Barendrecht,1907,3827,5748,7702,8162,9759,12045,14506,17179,18238,M35,7339,836
Barendrecht,1620,3300,4981,6760,7162,8746,11113,13829,16319,17416,M40,7012,1216
Ilion,1480,2959,4439,5929,6258,7433,8952,10499,12079,12750,M50,2024,205
Vlaardingen,1627,3287,4947,6642,7025,8344,10014,11709,13587,14386,M40,4270,842
Forville,1682,3315,4949,6536,6899,8152,9755,11322,12829,13401,M35,2953,433
Gorinchem,1624,3216,4809,6416,6781,8051,9667,11342,13090,13810,M35,3727,522
Paris,1329,2596,3863,5114,5401,6410,7748,9140,10580,11185,M35,698,131
AVON,1219,2433,3647,4898,5183,6188,7527,8920,10407,11020,M35,576,101
Posada de Llanera,1739,3512,5285,7062,7463,8843,10642,12584,14817,15709,M50,6071,706
Oviedo,1482,2937,4392,5853,6182,7330,8797,10341,12004,12715,M40,2048,412
Rousies,1291,2586,3881,5207,5515,6603,8039,9563,12241,13733,M40,3263,639
Zwolle,1678,3322,4967,6640,7021,8352,10115,11951,13926,14731,M50,4751,552
Recquignies,1322,2652,3983,5323,5629,6684,8076,9555,11012,11645,M50,915,75
Almere,1716,3445,5174,6887,7252,8579,10238,11887,13604,14296,MSR,4579,919
Sorée,1394,2789,4184,5599,5925,7036,8489,10025,11623,12296,M55,1403,35
Lembeke,1598,3223,4848,6483,6855,8151,9857,11601,13425,14166,M40,4024,795
Palermo,1379,2752,4125,5510,5819,6906,8313,9739,11250,11874,M40,1201,250
Amsterdam,1454,2890,4327,5769,6093,7232,8743,10247,11815,12487,M35,1566,268
Rotterdam,1459,2939,4419,5927,6272,7575,9252,11097,13057,13855,M35,3536,503
Voorburg,1711,3442,5174,6908,7299,8671,10470,12448,14740,15609,M45,5993,1007
Sospel,1328,2647,3967,5300,5606,6665,8046,9475,10963,11618,M50,933,77
Nijmegen,1359,2731,4103,5438,5723,6755,8076,9401,10734,11285,MSR,701,211
Capelle aan den IJssel,1810,3630,5451,7281,7717,9211,11157,13392,15869,16885,M40,6849,1191
Capelle aan den IJssel,1810,3631,5452,7281,7717,9211,11157,13393,15868,16885,M35,6850,799
Voorne Atletiek,1524,3013,4502,5994,6326,7505,9069,10704,12400,13125,M50,2372,255
Sommelsdijk,1518,3020,4523,6027,6356,7528,9009,10542,12131,12829,M40,2026,405
Durham,1510,3042,4575,6124,6465,7661,9187,10673,12218,12817,MSR,2107,488
Fortuna,1456,2933,4411,5935,6282,7479,9007,10512,12136,12814,M45,1971,369
Hébécourt,1665,3315,4965,6627,6994,8273,9925,11568,13281,14046,M60,3934,74
AV '47,1273,2502,3731,4990,5267,6263,7583,8976,10500,11131,MSR,657,205
Clytoneus,1243,2499,3755,5028,5309,6288,7566,8905,10451,11160,M40,634,122
Oostzaan,1763,3532,5301,7093,7503,8923,10786,12693,14693,15551,M50,5862,686
Romagnat,1226,2479,3733,5006,5288,6279,7592,8949,10356,10952,M45,541,86
Rotterdam,1632,3218,4805,6361,6727,8051,9781,11596,13744,14602,M40,4640,897
Sprint,1194,2401,3608,4822,5096,6064,7325,8632,9940,10540,M45,347,37
Elliot Lake,1627,3220,4814,6401,6767,8034,9743,11775,14037,14815,MSR,4915,967
Hoensbroek,1629,3286,4944,6564,6924,8264,9896,11613,13370,14120,M60,4239,81
Noordwijk Zh,1712,3419,5127,6800,7174,8480,10149,11853,13601,14329,M50,4535,528
Rotterdam Atletiek,1782,3636,5490,7394,7834,9436,11698,14310,16905,17998,M50,7300,834
Ede Gld,1163,2337,3511,4717,4986,5941,7271,9296,11560,12219,MSR,1314,324
Numansdorp,1771,3462,5154,6855,7241,8587,10295,12026,13701,14354,M45,4710,834
Charenton-Le-Pont,1425,2828,4231,5626,5960,7051,8430,9846,11341,11979,M35,1151,199
Rotterdam,1987,4009,6031,8002,8446,9974,12030,13925,15926,16833,MSR,6886,1237
Breda,1653,3279,4906,6536,6912,8205,9884,11598,13384,14170,M45,4129,741
Maasland,1621,3280,4940,6609,6978,8282,9937,11622,13407,14210,M40,4282,845
Energie,1624,3203,4783,6324,6679,7924,9569,11387,13405,14234,M50,4060,467
Villeret,1216,2433,3651,4901,5186,6163,7442,8724,10054,10620,M45,383,43
Papendrecht,1240,2538,3837,5108,5391,6388,7716,8975,10312,10889,MSR,518,171
Passaat,1242,2540,3838,5109,5393,6389,7717,8976,10314,10892,M55,520,6
RRZ,1553,3073,4594,6125,6460,7645,9181,10759,12404,13128,M45,2333,427
Gouda,1507,2968,4429,5904,6245,7416,8929,10525,12175,12867,M45,2128,394
Ede Gld,1862,3702,5542,7425,7801,9498,11195,13524,15974,16963,M40,6939,1207
Barendrecht,1672,3407,5143,6834,7215,8566,10277,11944,13705,14401,M50,4450,518
Utrecht,1594,3245,4897,6547,6915,8231,10148,12404,14706,15683,MSR,5936,1119
Veenendaal,1691,3316,4941,6614,6988,8295,9994,11855,14401,15443,M50,5822,680
Brussels,1246,2479,3713,4958,5241,6224,7489,8766,10078,10636,M40,445,85
Ede Gld,1687,3313,4939,6614,6985,8293,9990,11619,13206,13803,M40,3784,748
Veenendaal,1693,3317,4942,6615,6985,8295,9990,11618,13206,13803,MSR,3787,781
Voorhout,1842,3685,5529,7378,7805,9248,11129,13127,15225,16149,M40,6528,1157
's-Hertogenbosch,1824,3632,5440,7286,7705,9158,11050,13012,15094,15931,M45,6232,1048
Voorschoten '97,1605,3162,4720,6292,6640,7880,9454,11047,12623,13258,M50,2590,280
Baiona,1546,3033,4521,6073,6424,7656,9225,10860,12579,13264,M65,2699,11
Vlaardingen,1628,3288,4948,6643,7027,8345,10014,11711,13458,14191,M45,3935,709
NigrÁn,1470,2955,4441,5915,6242,7406,8873,10514,12724,13410,M55,2701,115
Priegue-nigran,1471,2956,4441,5914,6242,7406,8873,10303,11846,12519,M60,1595,18
Roelofarendsveen,1452,2878,4304,5714,6020,7066,8399,9829,11327,11912,MSR,1227,303
Roosendaal,1654,3292,4931,6572,6938,8236,9948,11757,13880,14818,M40,5141,973
Gent,1289,2550,3811,5075,5355,6341,7622,8893,10222,10783,M45,511,80
Amersfoort,1585,3202,4820,6448,6847,8148,9856,11720,13628,14357,M50,4417,513
Zwolle,1604,3201,4798,6389,6740,8003,9597,11208,12798,13459,M50,2821,309
Allschwil,1500,2958,4417,5898,6229,7376,8848,10328,11846,12498,M40,1600,324
Bras Panon Reunion,1208,2395,3583,4796,5066,6018,7239,8490,9969,10660,M45,448,61
Rennes,1644,3297,4950,6590,6964,8299,10034,11962,13889,14621,M55,4692,227
Driedorf,1734,3468,5202,6976,7385,8843,10775,13333,16211,17134,M45,6994,1151
Moordrecht,1851,3716,5582,7403,7807,9221,11074,13003,15198,16121,M50,6294,728
Zürich,1344,2626,3909,5216,5511,6552,7908,9299,10843,11502,MSR,880,243
Alphen Gld,1601,3130,4659,6243,6597,7872,9623,11717,13716,14784,MSR,4857,959
Winterthur,1330,2652,3974,5309,5602,6648,8034,9512,11082,11782,M35,1104,189
Broons,1675,3448,5222,6991,7494,9022,10941,12962,15030,15916,M40,6109,1104
Rotterdam,1710,3414,5119,6835,7207,8518,10205,11875,13593,14317,M35,4584,610
Kluisbergen,1499,2964,4430,5917,6256,7480,9137,10999,12928,13763,M45,3308,595
Maasdijk,1621,3281,4941,6610,6979,8283,9938,11622,13353,14115,M50,4116,475
Maarssen,1697,3404,5112,6841,7224,8601,10398,12520,14836,15834,M55,5950,318
Artemis,1648,3274,4901,6539,6901,8167,9786,11379,12932,13602,M35,3121,456
AV '47,1652,3290,4928,6574,6943,8233,9898,11555,13219,13961,M50,3771,429
Valdidentro,1405,2709,4014,5334,5627,6653,7983,9409,10980,11710,M50,1027,94
Cork,1262,2511,3760,5016,5294,6267,7531,8827,10389,10993,M35,562,99
Belfast,1464,2931,4398,5875,6201,7345,8788,10238,11791,12454,M40,1779,361
Almere,1739,3496,5254,7021,7415,8798,10633,12546,14706,15564,M40,5958,1087
Waddinxveen,1455,2818,4182,5561,5870,6954,8399,9879,11632,12506,M45,1750,332
Unna,1386,2630,3874,5105,5379,6348,7585,8808,10056,10603,M45,450,62
Rotterdam,1893,3761,5630,7685,8250,10186,12809,15545,18374,19355,MSR,7465,1329
Sassari,1347,2604,3862,5137,5422,6414,7691,8983,10372,10989,M35,615,115
Hoofddorp,1924,3854,5784,7744,8180,9709,11687,13756,15914,16739,M40,6783,1186
Haarlem,1614,3175,4736,6282,6620,7820,9363,10907,12509,13204,M40,2665,533
Rotterdam,1614,3186,4759,6291,6637,7856,9410,10989,12666,13450,MSR,2952,638
Joppe,1652,3285,4919,6541,6908,8192,9846,11627,13504,14260,M50,4299,501
Wimereux,1590,3151,4712,6246,6596,7802,9371,10992,12842,13692,M50,3366,383
Scorpio,1641,3245,4849,6441,6792,8031,9680,11462,13289,14078,M45,4048,729
Breda,1677,3351,5026,6745,7119,8457,10237,11796,13319,13909,M40,3614,715
Saint-Benoit REUNION,1248,2489,3730,4992,5274,6265,7584,9202,11121,11869,M35,1048,180
Breda,1559,3125,4692,6289,6636,7854,9410,10935,12448,13048,M35,2337,369
Saint-benoit REUNION,1224,2515,3807,5143,5454,6516,7854,9196,10767,11474,M40,816,166
Apeldoorn,1877,3756,5635,7566,8017,9565,11793,14357,17158,18407,M40,7399,1256
Breda,1676,3351,5026,6745,7119,8458,10464,12747,14926,15925,M40,6091,1102
Vianen Nb,1469,2993,4517,6016,6370,7615,9259,10980,12793,13574,M65,3042,15
Amsterdam,1459,2907,4356,5809,6132,7261,8732,10212,11788,12486,MSR,1579,385
Angermuende,1679,3367,5056,6843,7264,8753,10817,13157,15605,16669,M50,6685,763
Dordrecht,1725,3498,5271,7046,7448,8844,10687,12630,14704,15596,M55,5652,296
Berkel en Rodenrijs,1606,3282,4958,6759,7186,8713,10763,13135,15581,16473,M40,6644,1173
Doetinchem,2008,4106,6205,8207,8656,10344,12481,14837,17178,18097,M50,7313,836
Rotterdam,1472,2897,4323,5740,6063,7174,8645,10149,11680,12319,MSR,1446,358
Apeldoorn,1584,3086,4589,6117,6461,7701,9397,11349,13662,14564,MSR,4622,922
Wylder,1485,2908,4331,5779,6106,7255,8763,10322,12021,12826,M50,2091,218
Tjele,1057,2109,3162,4213,4451,5290,6374,7451,8539,8999,MSR,80,60
Hofstade (aalst),1848,3764,5680,7607,8141,9637,11531,13441,15440,16265,M60,6524,158
Spijkenisse,1704,3340,4976,6645,7027,8372,10145,12017,13946,14726,MSR,4991,982
Pallas '93,1425,2789,4154,5511,5811,6882,8300,9775,11389,12072,MSR,1371,336
Nieuwkoop,1615,3259,4903,6608,7015,8410,10271,12203,14195,15000,M40,5011,948
Welwyn Garden City,1273,2531,3790,5041,5322,6316,7595,8881,10209,10774,M45,513,81
AV '47,1592,3139,4686,6227,6566,7775,9374,11416,13275,14241,M50,4173,483
Dordrecht,1582,3170,4759,6336,6697,8132,9874,11705,13625,14454,MSR,4479,901
MarathonPlus,1723,3419,5116,6862,7248,8572,10330,12175,14275,15190,M45,5370,919
Rotterdam,1595,3155,4715,6277,6630,7843,9421,10992,12578,13197,MSR,2559,569
Papendrecht,1557,3106,4655,6199,6543,7789,9490,11502,13815,14732,MSR,4955,972
Nieuwerkerk ad IJssel,1480,2966,4453,5956,6300,7552,9177,10965,12843,13583,M45,3176,574
Barendrecht,1864,3749,5635,7533,7947,9442,11366,13519,16082,17171,M50,7041,808
Krimpen aan den IJssel,1715,3350,4986,6638,7022,8375,10111,12133,14042,14922,MSR,5253,1021
Zaltbommel,1715,3373,5032,6737,7115,8425,10098,11842,13721,14419,M50,4660,540
Hoofddorp,1584,3126,4669,6261,6610,7864,9499,11092,12866,13540,M55,3034,138
St.-Martens-Leerne,1229,2444,3659,4862,5128,6081,7301,8509,9741,10271,M50,282,10
Kerkrade,1687,3383,5079,6747,7129,8454,10109,11805,13523,14244,M45,4321,766
NEA Volharding,1706,3366,5027,6684,7066,8369,10097,11995,13996,14761,M50,5054,590
Running Holland,1176,2367,3559,4753,5026,5969,7180,8383,9628,10179,M35,269,54
Rotterdam,1765,3406,5048,6828,7281,9070,11660,14803,17775,18853,M45,7444,1205
avVN,1542,3042,4542,6058,6391,7612,9257,11151,13232,13993,M50,3797,432
Rotterdam,1581,3100,4619,6163,6499,7701,9233,10787,12363,13033,MSR,2579,573
Rotterdam,1581,3099,4618,6167,6520,7843,9604,11576,13803,14710,MSR,5000,984
Rosmalen,1631,3215,4799,6377,6732,7986,9626,11337,13153,13920,M45,3626,659
Capelle aan den IJssel,1827,3745,5663,7770,8286,10113,12643,15386,17856,18794,M45,7432,1204
De Kieviten,1764,3564,5365,7206,7625,9040,10832,12673,14690,15515,M50,5807,679
Rotterdam,1593,3200,4807,6452,6808,8076,9726,11512,13512,14317,MSR,4079,833
Fuenlabrada,1136,2317,3499,4699,4967,5924,7195,8533,10052,10713,M35,439,80
Konstancin,1598,3167,4737,6312,6659,7875,9431,10991,12576,13220,M45,2647,485
Krimpen aan den IJssel,1472,2897,4323,5741,6062,7174,8646,10148,11680,12319,M50,1447,142
London,1421,2859,4298,5784,6122,7313,8897,10629,12294,13024,MSR,2335,525
Neuilly-sur-Seine,1344,2654,3964,5296,5594,6667,8136,9731,11229,11808,M50,1018,93
De Keien,1491,2816,4142,5446,5737,6799,8151,9542,11167,12044,M35,1259,220
Grasse,1345,2703,4062,5469,5778,6866,8237,9693,11198,11859,M40,1039,213
's-Gravenhage,1418,2816,4215,5617,5931,7031,8427,9859,11330,11953,M40,1168,241
Eindhoven,1601,3185,4770,6391,6752,8026,9890,12576,14434,15550,M55,5670,300
Rotterdam,1559,3015,4472,5913,6241,7386,8829,10273,11733,12356,M40,1603,326
Saint-Benoit REUNION,1525,2992,4459,5914,6291,7473,9139,12586,14629,15401,M40,5521,1030
Bras-Panon,1501,2882,4263,5763,6113,7414,9423,11860,13732,14602,M45,4620,822
Sainte-rose,1610,3170,4731,6312,6675,7932,9569,11348,13119,13907,MSR,3526,736
Cambridge,1479,2928,4378,5889,6219,7369,8895,10469,12178,12908,M45,2237,413
Saint Benoit Reunion,1260,2415,3570,4769,5043,6006,7255,8441,9688,10204,MSR,279,121
Saint Benoit Reunion,1443,2767,4091,5464,5765,6833,8155,9470,10977,11782,M40,1038,212
Saint Andre,1372,2621,3871,5140,5435,6465,7831,9238,10710,11300,M50,752,53
Nieuwerkerk ad IJssel,1655,3287,4919,6569,6940,8266,10028,11813,13686,14456,M40,4598,889
Ridderkerk,1486,3017,4549,6186,6582,7976,9843,11788,13582,14331,MSR,4098,836
Saint Benoit,1610,3170,4731,6312,6673,7931,9569,11347,12956,13608,M55,3093,139
La Plaine Des Palmis,1442,2781,4121,5506,5815,6928,8408,9975,11788,12498,M35,1665,280
Hamburg,1292,2555,3818,5095,5380,6392,7699,9038,10543,11194,MSR,700,210
Rotterdam,1569,3175,4781,6410,6765,8046,9643,11243,12950,13722,M45,3190,577
avVN,1791,3609,5427,7290,7711,9161,11045,13015,14977,15812,M60,6172,137
New York,1518,3086,4655,6207,6552,7782,9367,10994,12646,13335,M35,2917,427
Potenza,1503,2973,4444,5926,6259,7401,8823,10207,11609,12204,M35,1411,245
Potenza,1450,2878,4306,5740,6058,7166,8604,10053,11462,12053,M50,1287,118
Fortuna,1304,2657,4010,5368,5669,6764,8171,9616,11081,11803,MSR,992,264
Potenza,1450,2878,4306,5740,6058,7166,8603,10097,11629,12253,M55,1450,37
Potenza,1352,2693,4034,5376,5672,6724,8087,9458,10878,11478,M35,851,153
Veldhoven,1672,3369,5066,6746,7130,8469,10224,12000,13888,14707,M50,4708,546
Potenza,1263,2528,3793,5069,5359,6362,7675,9002,10369,10962,M45,559,91
Oostende,1675,3345,5015,6685,7058,8379,10108,11864,13683,14475,M45,4792,843
's-Hertogenbosch,1557,3065,4574,6056,6391,7536,8936,10320,11664,12224,M35,1407,244
Loopgroep Zuidhorn,1773,3547,5321,7062,7507,8997,10821,12687,14453,15132,M45,5595,942
Rotterdam,1748,3574,5400,7276,7729,9361,11536,14033,16829,17780,M35,7201,824
Gent,1373,2670,3968,5277,5573,6606,7942,9288,10704,11273,M40,743,150
